vehicle,stop_code,date,arrival_time,departure_time,passenger_on,passenger_off
Vehicle2,1,08/02/2012,18:27:19,18:28:19,0,0
Vehicle1,1,08/02/2012,18:28:15,18:29:15,0,1
Vehicle2,1,08/02/2012,18:28:20,18:29:20,0,1
Vehicle1,1,08/02/2012,18:29:16,18:30:16,1,0
Vehicle2,1,08/02/2012,18:29:21,18:30:21,0,0
Vehicle1,1,08/02/2012,18:30:17,18:31:17,0,1
Vehicle2,1,08/02/2012,18:30:22,18:31:22,0,1
Vehicle1,1,08/02/2012,18:31:18,18:32:18,0,0
Vehicle2,1,08/02/2012,18:31:23,18:32:23,0,0
Vehicle1,1,08/02/2012,18:32:19,18:33:19,0,1
Vehicle2,1,08/02/2012,18:32:24,18:33:24,0,1
Vehicle1,1,08/02/2012,18:33:20,18:34:20,1,0
Vehicle2,1,08/02/2012,18:33:25,18:34:25,0,0
Vehicle1,1,08/02/2012,18:34:21,18:35:21,1,1
Vehicle2,1,08/02/2012,18:34:26,18:35:26,0,1
Vehicle1,1,08/02/2012,18:35:22,18:36:22,0,0
Vehicle2,1,08/02/2012,18:35:27,18:36:27,0,0
Vehicle1,1,08/02/2012,18:36:23,18:37:23,0,1
Vehicle2,1,08/02/2012,18:36:28,18:37:28,0,1
Vehicle1,1,08/02/2012,18:37:24,18:38:24,1,0
Vehicle2,1,08/02/2012,18:37:29,18:38:29,0,0
Vehicle1,1,08/02/2012,18:38:25,18:39:25,0,0
Vehicle2,1,08/02/2012,18:38:30,18:39:30,0,0
Vehicle1,1,08/02/2012,18:39:26,18:40:26,0,1
Vehicle2,1,08/02/2012,18:39:31,18:40:31,0,1
Vehicle1,1,08/02/2012,18:40:27,18:41:27,8,1
Vehicle2,1,08/02/2012,18:40:32,18:41:32,0,1
Vehicle1,1,08/02/2012,18:41:28,18:42:28,1,1
Vehicle2,1,08/02/2012,18:41:33,18:42:33,0,1
Vehicle1,1,08/02/2012,18:42:29,18:43:29,0,0
Vehicle2,1,08/02/2012,18:42:34,18:43:34,0,0
Vehicle1,1,08/02/2012,18:43:30,18:44:30,1,0
Vehicle2,1,08/02/2012,18:43:35,18:44:35,0,0
Vehicle1,1,08/02/2012,18:44:31,18:45:31,1,0
Vehicle2,1,08/02/2012,18:44:36,18:45:36,0,0
Vehicle1,1,08/02/2012,18:45:32,18:46:32,1,0
Vehicle2,1,08/02/2012,18:45:37,18:46:37,0,0
Vehicle1,1,08/02/2012,18:46:33,18:47:33,0,1
Vehicle2,1,08/02/2012,18:46:38,18:47:38,0,1
Vehicle1,1,08/02/2012,18:47:34,18:48:34,0,2
Vehicle2,1,08/02/2012,18:47:39,18:48:39,0,2
Vehicle1,1,08/02/2012,18:48:35,18:49:35,0,0
Vehicle2,1,08/02/2012,18:48:40,18:49:40,0,0
Vehicle1,1,08/02/2012,18:49:36,18:50:36,0,1
Vehicle2,1,08/02/2012,18:49:41,18:50:41,0,1
Vehicle1,1,08/02/2012,18:50:37,18:51:37,2,0
Vehicle2,1,08/02/2012,18:50:42,18:51:42,0,0
Vehicle1,1,08/02/2012,18:51:38,18:52:38,0,0
Vehicle2,1,08/02/2012,18:51:43,18:52:43,0,0
Vehicle1,1,08/02/2012,18:52:39,18:53:39,0,0
Vehicle2,1,08/02/2012,18:52:44,18:53:44,0,0
Vehicle1,1,08/02/2012,18:53:40,18:54:40,0,1
Vehicle2,1,08/02/2012,18:53:45,18:54:45,0,1
Vehicle1,1,08/02/2012,18:54:41,18:55:41,0,1
Vehicle2,1,08/02/2012,18:54:46,18:55:46,0,1
Vehicle1,1,08/02/2012,18:55:42,18:56:42,0,0
Vehicle2,1,08/02/2012,18:55:47,18:56:47,0,0
Vehicle1,1,08/02/2012,18:56:43,18:57:43,1,1
Vehicle2,1,08/02/2012,18:56:48,18:57:48,0,1
Vehicle1,1,08/02/2012,18:57:44,18:58:44,0,1
Vehicle2,1,08/02/2012,18:57:49,18:58:49,0,1
Vehicle1,1,08/02/2012,18:58:45,18:59:45,0,1
Vehicle2,1,08/02/2012,18:58:50,18:59:50,0,1
Vehicle1,1,08/02/2012,18:59:46,19:00:46,0,0
Vehicle2,1,08/02/2012,18:59:51,19:00:51,0,0
Vehicle1,1,08/02/2012,19:00:47,19:01:47,0,0
Vehicle2,1,08/02/2012,19:00:52,19:01:52,0,0
Vehicle1,1,08/02/2012,19:01:48,19:02:48,0,0
Vehicle2,1,08/02/2012,19:01:53,19:02:53,0,0
Vehicle1,1,08/02/2012,19:02:49,19:03:49,0,1
Vehicle2,1,08/02/2012,19:02:54,19:03:54,0,1
Vehicle1,1,08/02/2012,19:03:50,19:04:50,2,0
Vehicle2,1,08/02/2012,19:03:55,19:04:55,0,0
Vehicle1,1,08/02/2012,19:04:51,19:05:51,0,3
Vehicle2,1,08/02/2012,19:04:56,19:05:56,0,3
Vehicle1,1,08/02/2012,19:05:52,19:06:52,1,2
Vehicle2,1,08/02/2012,19:05:57,19:06:57,0,2
Vehicle1,1,08/02/2012,19:06:53,19:07:53,2,0
Vehicle2,1,08/02/2012,19:06:58,19:07:58,0,0
Vehicle1,1,08/02/2012,19:07:54,19:08:54,2,0
Vehicle2,1,08/02/2012,19:07:59,19:08:59,0,0
Vehicle1,1,08/02/2012,19:08:55,19:09:55,0,0
Vehicle2,1,08/02/2012,19:09:00,19:10:00,0,0
Vehicle1,1,08/02/2012,19:09:56,19:10:56,0,0
Vehicle2,1,08/02/2012,19:10:01,19:11:01,2,0
Vehicle1,1,08/02/2012,19:10:57,19:11:57,0,0
Vehicle2,1,08/02/2012,19:11:02,19:12:02,1,3
Vehicle1,1,08/02/2012,19:11:58,19:12:58,0,3
Vehicle2,1,08/02/2012,19:12:03,19:13:03,0,0
Vehicle1,1,08/02/2012,19:12:59,19:13:59,0,0
Vehicle2,1,08/02/2012,19:13:04,19:14:04,2,0
Vehicle1,1,08/02/2012,19:14:00,19:15:00,1,0
Vehicle2,1,08/02/2012,19:14:05,19:15:05,0,0
Vehicle1,1,08/02/2012,19:15:01,19:16:01,0,0
Vehicle2,1,08/02/2012,19:15:06,19:16:06,0,0
Vehicle1,1,08/02/2012,19:16:02,19:17:02,0,0
Vehicle2,1,08/02/2012,19:16:07,19:17:07,0,0
Vehicle1,1,08/02/2012,19:17:03,19:18:03,1,1
Vehicle2,1,08/02/2012,19:17:08,19:18:08,0,1
Vehicle1,1,08/02/2012,19:18:04,19:19:04,0,0
Vehicle2,1,08/02/2012,19:18:09,19:19:09,0,0
Vehicle1,1,08/02/2012,19:19:05,19:20:05,0,3
Vehicle2,1,08/02/2012,19:19:10,19:20:10,0,3
Vehicle1,1,08/02/2012,19:20:06,19:21:06,0,1
Vehicle2,1,08/02/2012,19:20:11,19:21:11,0,1
Vehicle1,1,08/02/2012,19:21:07,19:22:07,0,0
Vehicle2,1,08/02/2012,19:21:12,19:22:12,0,0
Vehicle1,1,08/02/2012,19:22:08,19:23:08,0,1
Vehicle2,1,08/02/2012,19:22:13,19:23:13,0,1
Vehicle1,1,08/02/2012,19:23:09,19:24:09,1,2
Vehicle2,1,08/02/2012,19:23:14,19:24:14,0,2
Vehicle1,1,08/02/2012,19:24:10,19:25:10,0,0
Vehicle2,1,08/02/2012,19:24:15,19:25:15,0,0
Vehicle1,1,08/02/2012,19:25:11,19:26:11,0,0
Vehicle2,1,08/02/2012,19:25:16,19:26:16,0,0
Vehicle1,1,08/02/2012,19:26:12,19:27:12,0,1
Vehicle2,1,08/02/2012,19:26:17,19:27:17,0,1
Vehicle1,1,08/02/2012,19:27:13,19:28:13,1,0
Vehicle2,1,08/02/2012,19:27:18,19:28:18,0,0
Vehicle1,1,08/02/2012,19:28:14,19:29:14,0,0
Vehicle2,1,08/02/2012,19:28:19,19:29:19,0,0
Vehicle1,1,08/02/2012,19:29:15,19:30:15,1,0
Vehicle2,1,08/02/2012,19:29:20,19:30:20,0,0
Vehicle1,1,08/02/2012,19:30:16,19:31:16,1,2
Vehicle2,1,08/02/2012,19:30:21,19:31:21,0,2
Vehicle1,1,08/02/2012,19:31:17,19:32:17,0,0
Vehicle2,1,08/02/2012,19:31:22,19:32:22,0,0
Vehicle1,1,08/02/2012,19:32:18,19:33:18,2,0
Vehicle2,1,08/02/2012,19:32:23,19:33:23,0,0
Vehicle5,1,08/02/2012,08:51:51,19:34:01,34,0
Vehicle1,1,08/02/2012,19:33:19,19:34:19,1,2
Vehicle2,1,08/02/2012,19:33:24,19:34:24,0,2
Vehicle5,1,08/02/2012,19:34:02,19:35:02,2,0
Vehicle1,1,08/02/2012,19:34:20,19:35:20,0,0
Vehicle2,1,08/02/2012,19:34:25,19:35:25,0,0
Vehicle5,1,08/02/2012,19:35:03,19:36:03,0,0
Vehicle1,1,08/02/2012,19:35:21,19:36:21,0,0
Vehicle2,1,08/02/2012,19:35:26,19:36:26,0,0
Vehicle5,1,08/02/2012,19:36:04,19:37:04,0,2
Vehicle1,1,08/02/2012,19:36:22,19:37:22,0,2
Vehicle2,1,08/02/2012,19:36:27,19:37:27,0,2
Vehicle5,1,08/02/2012,19:37:05,19:38:05,0,1
Vehicle1,1,08/02/2012,19:37:23,19:38:23,0,1
Vehicle2,1,08/02/2012,19:37:28,19:38:28,0,1
Vehicle5,1,08/02/2012,19:38:06,19:39:06,0,2
Vehicle1,1,08/02/2012,19:38:24,19:39:24,0,2
Vehicle2,1,08/02/2012,19:38:29,19:39:29,0,2
Vehicle5,1,08/02/2012,19:39:07,19:40:07,1,1
Vehicle1,1,08/02/2012,19:39:25,19:40:25,0,1
Vehicle2,1,08/02/2012,19:39:30,19:40:30,0,1
Vehicle5,1,08/02/2012,19:40:08,19:41:08,3,0
Vehicle1,1,08/02/2012,19:40:26,19:41:26,0,0
Vehicle2,1,08/02/2012,19:40:31,19:41:31,0,0
Vehicle5,1,08/02/2012,19:41:09,19:42:09,0,0
Vehicle1,1,08/02/2012,19:41:27,19:42:27,0,0
Vehicle2,1,08/02/2012,19:41:32,19:42:32,0,0
Vehicle5,1,08/02/2012,19:42:10,19:43:10,0,0
Vehicle1,1,08/02/2012,19:42:28,19:43:28,0,0
Vehicle2,1,08/02/2012,19:42:33,19:43:33,0,0
Vehicle5,1,08/02/2012,19:43:11,19:44:11,0,0
Vehicle1,1,08/02/2012,19:43:29,19:44:29,0,0
Vehicle2,1,08/02/2012,19:43:34,19:44:34,0,0
Vehicle5,1,08/02/2012,19:44:12,19:45:12,0,1
Vehicle1,1,08/02/2012,19:44:30,19:45:30,0,1
Vehicle2,1,08/02/2012,19:44:35,19:45:35,0,1
Vehicle5,1,08/02/2012,19:45:13,19:46:13,0,0
Vehicle1,1,08/02/2012,19:45:31,19:46:31,0,0
Vehicle2,1,08/02/2012,19:45:36,19:46:36,0,0
Vehicle5,1,08/02/2012,19:46:14,19:47:14,0,1
Vehicle1,1,08/02/2012,19:46:32,19:47:32,0,1
Vehicle2,1,08/02/2012,19:46:37,19:47:37,0,1
Vehicle5,1,08/02/2012,19:47:15,19:48:15,0,3
Vehicle1,1,08/02/2012,19:47:33,19:48:33,0,3
Vehicle2,1,08/02/2012,19:47:38,19:48:38,0,3
Vehicle5,1,08/02/2012,19:48:16,19:49:16,0,1
Vehicle1,1,08/02/2012,19:48:34,19:49:34,0,1
Vehicle2,1,08/02/2012,19:48:39,19:49:39,0,1
Vehicle5,1,08/02/2012,19:49:17,19:50:17,1,0
Vehicle1,1,08/02/2012,19:49:35,19:50:35,0,0
Vehicle2,1,08/02/2012,19:49:40,19:50:40,0,0
Vehicle5,1,08/02/2012,19:50:18,19:51:18,0,0
Vehicle1,1,08/02/2012,19:50:36,19:51:36,0,0
Vehicle2,1,08/02/2012,19:50:41,19:51:41,0,0
Vehicle5,1,08/02/2012,19:51:19,19:52:19,3,0
Vehicle1,1,08/02/2012,19:51:37,19:52:37,0,0
Vehicle2,1,08/02/2012,19:51:42,19:52:42,0,0
Vehicle5,1,08/02/2012,19:52:20,19:53:20,2,0
Vehicle1,1,08/02/2012,19:52:38,19:53:38,0,0
Vehicle2,1,08/02/2012,19:52:43,19:53:43,0,0
Vehicle5,1,08/02/2012,19:53:21,19:54:21,0,0
Vehicle1,1,08/02/2012,19:53:39,19:54:39,0,0
Vehicle2,1,08/02/2012,19:53:44,19:54:44,0,0
Vehicle5,1,08/02/2012,19:54:22,19:55:22,0,1
Vehicle1,1,08/02/2012,19:54:40,19:55:40,0,1
Vehicle2,1,08/02/2012,19:54:45,19:55:45,0,1
Vehicle5,1,08/02/2012,19:55:23,19:56:23,1,0
Vehicle1,1,08/02/2012,19:55:41,19:56:41,0,0
Vehicle2,1,08/02/2012,19:55:46,19:56:46,0,0
Vehicle5,1,08/02/2012,19:56:24,19:57:24,0,0
Vehicle1,1,08/02/2012,19:56:42,19:57:42,0,0
Vehicle2,1,08/02/2012,19:56:47,19:57:47,0,0
Vehicle5,1,08/02/2012,19:57:25,19:58:25,0,0
Vehicle1,1,08/02/2012,19:57:43,19:58:43,0,0
Vehicle2,1,08/02/2012,19:57:48,19:58:48,0,0
Vehicle5,1,08/02/2012,19:58:26,19:59:26,1,0
Vehicle1,1,08/02/2012,19:58:44,19:59:44,0,0
Vehicle2,1,08/02/2012,19:58:49,19:59:49,0,0
Vehicle5,1,08/02/2012,19:59:27,20:00:27,0,0
Vehicle1,1,08/02/2012,19:59:45,20:00:45,0,0
Vehicle2,1,08/02/2012,19:59:50,20:00:50,0,0
Vehicle5,1,08/02/2012,20:00:28,20:01:28,1,0
Vehicle1,1,08/02/2012,20:00:46,20:01:46,0,0
Vehicle2,1,08/02/2012,20:00:51,20:01:51,0,0
Vehicle5,1,08/02/2012,20:01:29,20:02:29,1,1
Vehicle1,1,08/02/2012,20:01:47,20:02:47,0,1
Vehicle2,1,08/02/2012,20:01:52,20:02:52,0,1
Vehicle5,1,08/02/2012,20:02:30,20:03:30,0,0
Vehicle1,1,08/02/2012,20:02:48,20:03:48,0,0
Vehicle2,1,08/02/2012,20:02:53,20:03:53,0,0
Vehicle5,1,08/02/2012,20:03:31,20:04:31,0,0
Vehicle1,1,08/02/2012,20:03:49,20:04:49,0,0
Vehicle2,1,08/02/2012,20:03:54,20:04:54,0,0
Vehicle5,1,08/02/2012,20:04:32,20:05:32,1,0
Vehicle1,1,08/02/2012,20:04:50,20:05:50,0,0
Vehicle2,1,08/02/2012,20:04:55,20:05:55,0,0
Vehicle5,1,08/02/2012,20:05:33,20:06:33,2,0
Vehicle1,1,08/02/2012,20:05:51,20:06:51,0,0
Vehicle2,1,08/02/2012,20:05:56,20:06:56,0,0
Vehicle5,1,08/02/2012,20:06:34,20:07:34,0,1
Vehicle1,1,08/02/2012,20:06:52,20:07:52,0,1
Vehicle2,1,08/02/2012,20:06:57,20:07:57,0,1
Vehicle5,1,08/02/2012,20:07:35,20:08:35,2,1
Vehicle1,1,08/02/2012,20:07:53,20:08:53,0,1
Vehicle2,1,08/02/2012,20:07:58,20:08:58,0,1
Vehicle5,1,08/02/2012,20:08:36,20:09:36,0,0
Vehicle1,1,08/02/2012,20:08:54,20:09:54,0,0
Vehicle2,1,08/02/2012,20:08:59,20:09:59,0,0
Vehicle5,1,08/02/2012,20:09:37,20:10:37,0,0
Vehicle1,1,08/02/2012,20:09:55,20:10:55,0,0
Vehicle2,1,08/02/2012,20:10:00,20:11:00,2,0
Vehicle5,1,08/02/2012,20:10:38,20:11:38,0,0
Vehicle1,1,08/02/2012,20:10:56,20:11:56,0,0
Vehicle2,1,08/02/2012,20:11:01,20:12:01,1,1
Vehicle5,1,08/02/2012,20:11:39,20:12:39,0,1
Vehicle1,1,08/02/2012,20:11:57,20:12:57,0,1
Vehicle2,1,08/02/2012,20:12:02,20:13:02,0,0
Vehicle5,1,08/02/2012,20:12:40,20:13:40,0,0
Vehicle1,1,08/02/2012,20:12:58,20:13:58,0,0
Vehicle2,1,08/02/2012,20:13:03,20:14:03,0,0
Vehicle5,1,08/02/2012,20:13:41,20:14:41,0,0
Vehicle1,1,08/02/2012,20:13:59,20:14:59,0,0
Vehicle2,1,08/02/2012,20:14:04,20:15:04,0,0
Vehicle5,1,08/02/2012,20:14:42,20:15:42,0,0
Vehicle1,1,08/02/2012,20:15:00,20:16:00,0,1
Vehicle2,1,08/02/2012,20:15:05,20:16:05,0,1
Vehicle5,1,08/02/2012,20:15:43,20:16:43,0,1
Vehicle1,1,08/02/2012,20:16:01,20:17:01,2,0
Vehicle2,1,08/02/2012,20:16:06,20:17:06,0,0
Vehicle5,1,08/02/2012,20:16:44,20:17:44,0,0
Vehicle1,1,08/02/2012,20:17:02,20:18:02,0,2
Vehicle2,1,08/02/2012,20:17:07,20:18:07,0,2
Vehicle5,1,08/02/2012,20:17:45,20:18:45,0,2
Vehicle1,1,08/02/2012,20:18:03,20:19:03,0,1
Vehicle2,1,08/02/2012,20:18:08,20:19:08,0,1
Vehicle5,1,08/02/2012,20:18:46,20:19:46,0,1
Vehicle1,1,08/02/2012,20:19:04,20:20:04,1,1
Vehicle2,1,08/02/2012,20:19:09,20:20:09,0,1
Vehicle5,1,08/02/2012,20:19:47,20:20:47,0,1
Vehicle1,1,08/02/2012,20:20:05,20:21:05,1,1
Vehicle2,1,08/02/2012,20:20:10,20:21:10,0,1
Vehicle5,1,08/02/2012,20:20:48,20:21:48,0,1
Vehicle1,1,08/02/2012,20:21:06,20:22:06,1,1
Vehicle2,1,08/02/2012,20:21:11,20:22:11,0,1
Vehicle5,1,08/02/2012,20:21:49,20:22:49,0,1
Vehicle1,1,08/02/2012,20:22:07,20:23:07,0,1
Vehicle2,1,08/02/2012,20:22:12,20:23:12,0,1
Vehicle5,1,08/02/2012,20:22:50,20:23:50,0,1
Vehicle1,1,08/02/2012,20:23:08,20:24:08,1,0
Vehicle2,1,08/02/2012,20:23:13,20:24:13,0,0
Vehicle5,1,08/02/2012,20:23:51,20:24:51,0,0
Vehicle1,1,08/02/2012,20:24:09,20:25:09,0,2
Vehicle2,1,08/02/2012,20:24:14,20:25:14,0,2
Vehicle5,1,08/02/2012,20:24:52,20:25:52,0,2
Vehicle1,1,08/02/2012,20:25:10,20:26:10,0,1
Vehicle2,1,08/02/2012,20:25:15,20:26:15,0,1
Vehicle5,1,08/02/2012,20:25:53,20:26:53,0,1
Vehicle1,1,08/02/2012,20:26:11,20:27:11,0,0
Vehicle2,1,08/02/2012,20:26:16,20:27:16,0,0
Vehicle5,1,08/02/2012,20:26:54,20:27:54,0,0
Vehicle1,1,08/02/2012,20:27:12,20:28:12,0,0
Vehicle2,1,08/02/2012,20:27:17,20:28:17,0,0
Vehicle5,1,08/02/2012,20:27:55,20:28:55,0,0
Vehicle1,1,08/02/2012,20:28:13,20:29:13,0,0
Vehicle2,1,08/02/2012,20:28:18,20:29:18,0,0
Vehicle5,1,08/02/2012,20:28:56,20:29:56,0,0
Vehicle1,1,08/02/2012,20:29:14,20:30:14,1,1
Vehicle2,1,08/02/2012,20:29:19,20:30:19,0,1
Vehicle5,1,08/02/2012,20:29:57,20:30:57,0,1
Vehicle1,1,08/02/2012,20:30:15,20:31:15,2,2
Vehicle2,1,08/02/2012,20:30:20,20:31:20,0,2
Vehicle5,1,08/02/2012,20:30:58,20:31:58,0,2
Vehicle1,1,08/02/2012,20:31:16,20:32:16,0,1
Vehicle2,1,08/02/2012,20:31:21,20:32:21,0,1
Vehicle5,1,08/02/2012,20:31:59,20:32:59,0,1
Vehicle1,1,08/02/2012,20:32:17,20:33:17,3,0
Vehicle2,1,08/02/2012,20:32:22,20:33:22,0,0
Vehicle5,1,08/02/2012,20:33:00,20:34:00,1,1
Vehicle1,1,08/02/2012,20:33:18,20:34:18,0,1
Vehicle2,1,08/02/2012,20:33:23,20:34:23,0,1
Vehicle5,1,08/02/2012,20:34:01,20:35:01,0,0
Vehicle1,1,08/02/2012,20:34:19,20:35:19,0,0
Vehicle2,1,08/02/2012,20:34:24,20:35:24,0,0
Vehicle5,1,08/02/2012,20:35:02,20:36:02,1,0
Vehicle1,1,08/02/2012,20:35:20,20:36:20,0,0
Vehicle2,1,08/02/2012,20:35:25,20:36:25,0,0
Vehicle5,1,08/02/2012,20:36:03,20:37:03,0,0
Vehicle1,1,08/02/2012,20:36:21,20:37:21,0,0
Vehicle2,1,08/02/2012,20:36:26,20:37:26,0,0
Vehicle5,1,08/02/2012,20:37:04,20:38:04,1,0
Vehicle1,1,08/02/2012,20:37:22,20:38:22,0,0
Vehicle2,1,08/02/2012,20:37:27,20:38:27,0,0
Vehicle5,1,08/02/2012,20:38:05,20:39:05,0,0
Vehicle1,1,08/02/2012,20:38:23,20:39:23,0,0
Vehicle2,1,08/02/2012,20:38:28,20:39:28,0,0
Vehicle5,1,08/02/2012,20:39:06,20:40:06,0,0
Vehicle1,1,08/02/2012,20:39:24,20:40:24,0,0
Vehicle2,1,08/02/2012,20:39:29,20:40:29,0,0
Vehicle5,1,08/02/2012,20:40:07,20:41:07,2,2
Vehicle1,1,08/02/2012,20:40:25,20:41:25,0,2
Vehicle2,1,08/02/2012,20:40:30,20:41:30,0,2
Vehicle5,1,08/02/2012,20:41:08,20:42:08,0,0
Vehicle1,1,08/02/2012,20:41:26,20:42:26,0,0
Vehicle2,1,08/02/2012,20:41:31,20:42:31,0,0
Vehicle5,1,08/02/2012,20:42:09,20:43:09,0,3
Vehicle1,1,08/02/2012,20:42:27,20:43:27,0,3
Vehicle2,1,08/02/2012,20:42:32,20:43:32,0,3
Vehicle5,1,08/02/2012,20:43:10,20:44:10,0,0
Vehicle1,1,08/02/2012,20:43:28,20:44:28,0,0
Vehicle2,1,08/02/2012,20:43:33,20:44:33,0,0
Vehicle5,1,08/02/2012,20:44:11,20:45:11,0,0
Vehicle1,1,08/02/2012,20:44:29,20:45:29,0,0
Vehicle2,1,08/02/2012,20:44:34,20:45:34,0,0
Vehicle5,1,08/02/2012,20:45:12,20:46:12,0,1
Vehicle1,1,08/02/2012,20:45:30,20:46:30,0,1
Vehicle2,1,08/02/2012,20:45:35,20:46:35,0,1
Vehicle5,1,08/02/2012,20:46:13,20:47:13,0,1
Vehicle1,1,08/02/2012,20:46:31,20:47:31,0,1
Vehicle2,1,08/02/2012,20:46:36,20:47:36,0,1
Vehicle5,1,08/02/2012,20:47:14,20:48:14,1,0
Vehicle1,1,08/02/2012,20:47:32,20:48:32,0,0
Vehicle2,1,08/02/2012,20:47:37,20:48:37,0,0
Vehicle5,1,08/02/2012,20:48:15,20:49:15,0,1
Vehicle1,1,08/02/2012,20:48:33,20:49:33,0,1
Vehicle2,1,08/02/2012,20:48:38,20:49:38,0,1
Vehicle5,1,08/02/2012,20:49:16,20:50:16,2,1
Vehicle1,1,08/02/2012,20:49:34,20:50:34,0,1
Vehicle2,1,08/02/2012,20:49:39,20:50:39,0,1
Vehicle5,1,08/02/2012,20:50:17,20:51:17,1,3
Vehicle1,1,08/02/2012,20:50:35,20:51:35,0,3
Vehicle2,1,08/02/2012,20:50:40,20:51:40,0,3
Vehicle5,1,08/02/2012,20:51:18,20:52:18,2,2
Vehicle1,1,08/02/2012,20:51:36,20:52:36,0,2
Vehicle2,1,08/02/2012,20:51:41,20:52:41,0,2
Vehicle5,1,08/02/2012,20:52:19,20:53:19,0,0
Vehicle1,1,08/02/2012,20:52:37,20:53:37,0,0
Vehicle2,1,08/02/2012,20:52:42,20:53:42,0,0
Vehicle5,1,08/02/2012,20:53:20,20:54:20,0,0
Vehicle1,1,08/02/2012,20:53:38,20:54:38,0,0
Vehicle2,1,08/02/2012,20:53:43,20:54:43,0,0
Vehicle5,1,08/02/2012,20:54:21,20:55:21,1,0
Vehicle1,1,08/02/2012,20:54:39,20:55:39,0,0
Vehicle2,1,08/02/2012,20:54:44,20:55:44,0,0
Vehicle5,1,08/02/2012,20:55:22,20:56:22,1,0
Vehicle1,1,08/02/2012,20:55:40,20:56:40,0,0
Vehicle2,1,08/02/2012,20:55:45,20:56:45,0,0
Vehicle5,1,08/02/2012,20:56:23,20:57:23,1,3
Vehicle1,1,08/02/2012,20:56:41,20:57:41,0,3
Vehicle2,1,08/02/2012,20:56:46,20:57:46,0,3
Vehicle5,1,08/02/2012,20:57:24,20:58:24,1,0
Vehicle1,1,08/02/2012,20:57:42,20:58:42,0,0
Vehicle2,1,08/02/2012,20:57:47,20:58:47,0,0
Vehicle5,1,08/02/2012,20:58:25,20:59:25,1,1
Vehicle1,1,08/02/2012,20:58:43,20:59:43,0,1
Vehicle2,1,08/02/2012,20:58:48,20:59:48,0,1
Vehicle5,1,08/02/2012,20:59:26,21:00:26,0,1
Vehicle1,1,08/02/2012,20:59:44,21:00:44,0,1
Vehicle2,1,08/02/2012,20:59:49,21:00:49,0,1
Vehicle5,1,08/02/2012,21:00:27,21:01:27,1,0
Vehicle1,1,08/02/2012,21:00:45,21:01:45,0,0
Vehicle2,1,08/02/2012,21:00:50,21:01:50,0,0
Vehicle5,1,08/02/2012,21:01:28,21:02:28,0,0
Vehicle1,1,08/02/2012,21:01:46,21:02:46,0,0
Vehicle2,1,08/02/2012,21:01:51,21:02:51,0,0
Vehicle5,1,08/02/2012,21:02:29,21:03:29,0,1
Vehicle1,1,08/02/2012,21:02:47,21:03:47,0,1
Vehicle2,1,08/02/2012,21:02:52,21:03:52,0,1
Vehicle5,1,08/02/2012,21:03:30,21:04:30,0,0
Vehicle1,1,08/02/2012,21:03:48,21:04:48,0,0
Vehicle2,1,08/02/2012,21:03:53,21:04:53,0,0
Vehicle5,1,08/02/2012,21:04:31,21:05:31,2,0
Vehicle1,1,08/02/2012,21:04:49,21:05:49,0,0
Vehicle2,1,08/02/2012,21:04:54,21:05:54,0,0
Vehicle5,1,08/02/2012,21:05:32,21:06:32,0,0
Vehicle1,1,08/02/2012,21:05:50,21:06:50,0,0
Vehicle2,1,08/02/2012,21:05:55,21:06:55,0,0
Vehicle5,1,08/02/2012,21:06:33,21:07:33,0,0
Vehicle1,1,08/02/2012,21:06:51,21:07:51,0,0
Vehicle2,1,08/02/2012,21:06:56,21:07:56,0,0
Vehicle5,1,08/02/2012,21:07:34,21:08:34,0,1
Vehicle1,1,08/02/2012,21:07:52,21:08:52,0,1
Vehicle2,1,08/02/2012,21:07:57,21:08:57,0,1
Vehicle5,1,08/02/2012,21:08:35,21:09:35,1,0
Vehicle1,1,08/02/2012,21:08:53,21:09:53,0,0
Vehicle2,1,08/02/2012,21:08:58,21:09:58,0,0
Vehicle5,1,08/02/2012,21:09:36,21:10:36,0,0
Vehicle1,1,08/02/2012,21:09:54,21:10:54,0,0
Vehicle2,1,08/02/2012,21:09:59,21:10:59,0,0
Vehicle5,1,08/02/2012,21:10:37,21:11:37,0,0
Vehicle1,1,08/02/2012,21:10:55,21:11:55,0,0
Vehicle2,1,08/02/2012,21:11:00,21:12:00,1,1
Vehicle5,1,08/02/2012,21:11:38,21:12:38,0,1
Vehicle1,1,08/02/2012,21:11:56,21:12:56,0,1
Vehicle2,1,08/02/2012,21:12:01,21:13:01,0,1
Vehicle5,1,08/02/2012,21:12:39,21:13:39,0,1
Vehicle1,1,08/02/2012,21:12:57,21:13:57,0,1
Vehicle2,1,08/02/2012,21:13:02,21:14:02,0,0
Vehicle5,1,08/02/2012,21:13:40,21:14:40,0,0
Vehicle1,1,08/02/2012,21:13:58,21:14:58,0,0
Vehicle2,1,08/02/2012,21:14:03,21:15:03,2,2
Vehicle5,1,08/02/2012,21:14:41,21:15:41,0,2
Vehicle1,1,08/02/2012,21:14:59,21:15:59,0,2
Vehicle2,1,08/02/2012,21:15:04,21:16:04,1,0
Vehicle5,1,08/02/2012,21:15:42,21:16:42,0,0
Vehicle1,1,08/02/2012,21:16:00,21:17:00,0,1
Vehicle2,1,08/02/2012,21:16:05,21:17:05,0,1
Vehicle5,1,08/02/2012,21:16:43,21:17:43,0,1
